統一編號,name,address,公司狀態,money,lat,log
3701104,台灣土地開發股份有限公司,臺北市中正區衡陽路51號14樓之1,1,,,
16130161,台灣神隆股份有限公司,臺南市善化區南科八路1號,1,,,
84446202,朝陽人壽保險股份有限公司,臺中市西區五權路2-3號12樓,1,,,
13124428,亞普投資股份有限公司,臺北市中山區中山北路2段21號2樓,1,,,
86690644,力麒建設股份有限公司,臺北市中山區吉林路99號8樓,1,,,
4695235,台灣國際造船股份有限公司,高雄市小港區中鋼路3號,1,,,
23638777,華碩電腦股份有限公司,臺北市北投區立德路150號4樓,1,,,
70750217,和鑫光電股份有限公司,臺南市善化區北園一路7號,1,,,
73008303,大成長城企業股份有限公司,臺南市永康區蔦松里蔦松二街3號,1,,,
23473986,長春投資股份有限公司,臺北市中山區八德路2段308號11樓之1,1,,,
27093207,潤華染織廠股份有限公司,臺北市中山區八德路2段308號11樓之1,1,,,
84448481,義大開發股份有限公司,高雄市大樹區學城路1段5號3樓,1,,,
11052709,三商投資控股股份有限公司,臺北市中山區建國北路2段145號地下1樓及1~18樓,1,,,
11384806,長春石油化學股份有限公司,臺北市中山區松江路301號7樓,1,,,
36552651,亞東證券股份有限公司,臺北市中正區重慶南路1段86號2、3、4、5樓,1,,,
20954200,群光電子股份有限公司,新北市三重區光復路2段69號,1,,,
70757366,遠通投資股份有限公司,臺北市大安區敦化南路2段207號34樓,1,,,
4964250,東森國際股份有限公司,臺北市大安區復興路1段368號5樓、8樓,1,,,
14040691,中美和石油化學股份有限公司,臺北市內湖區瑞光路392號9樓,1,,,
9424319,藍天電腦股份有限公司,新北市三重區興德路129號,1,,,
28421946,高明貨櫃碼頭股份有限公司,高雄市小港區南星路2800號,1,,,
27227466,運鴻投資股份有限公司,高雄市前鎮區成功二路88號26樓,1,,,
3559508,臺灣證券交易所股份有限公司,臺北市信義區信義路5段7號9樓,1,,,
4216170,霖園投資股份有限公司,臺北市大安區仁愛路4段296號24樓,1,,,
29068984,中外古今股份有限公司,桃園市龜山區華亞二路199號,1,,,
22662550,家福股份有限公司,臺北市南港區南港路2段20巷5號地下1樓,1,,,
3064800,太平洋電線電纜股份有限公司,桃園市楊梅區快速路5段858號,1,,,
63400932,豐泰企業股份有限公司,雲林縣斗六市科工八路52號,1,,,
80031413,遠東資源開發股份有限公司,臺北市大安區敦化南路2段207號34樓,1,,,
23504361,達運精密工業股份有限公司,臺中市大雅區民生路3段313巷45號,1,,,
23418577,百揚投資股份有限公司,新北市板橋區新站路16號18樓,1,,,
22099189,友訊科技股份有限公司,臺北市內湖區新湖三路289號,1,,,
15876227,友尚股份有限公司,臺北市內湖區堤頂大道2段489號9樓,1,,,
73735839,伊頓飛瑞慕品股份有限公司,臺南市關廟區埤頭里保東路269之1號,1,,,
16130009,頎邦科技股份有限公司,新竹科學工業園區新竹市力行五路3號,1,,,
11529802,春源鋼鐵工業股份有限公司,臺北市中山區復興北路502號6樓、6樓之1、7樓、7樓之1,1,,,
16096804,南亞電路板股份有限公司,臺北市松山區精忠里敦化北路201-36號3樓,1,,,
70817744,全球人壽保險股份有限公司,臺北市信義區市民大道6段288號16樓,1,,,
7406808,華隆股份有限公司,苗栗縣頭份市自立街81號2樓,1,,,
80698388,尊爵投資股份有限公司,臺北市中山區南京東路3段225號10樓,1,,,
16832487,三信商業銀行股份有限公司,臺中市中區柳川里公園路32-1號,1,,,
